гагчыръогъэ нанӄытэмтэӈ эӄыԓпэ эръыкыргыт ӈирэӄ энатыёйвынэнат уунъыкэнъутэ ынкъам рытрэтэ	н а н ӄ ы т э м т э ӈ _ э ӄ ы ԓ п э _ э р ъ ы к ы р г ы т _ # _ э н а т ы ё й в ы н э н а т _ # _ ынкъам _ р ы т р э т э _
ԓьуԓӄыԓеннинэт ынӄоым мачыяа рывакъовнэнат ӈирэк рытрэԓьуԓӄытԓьэт	ы н ӄ о ы м _ м а ч ы я а _ # _ # _ р ы т р э ԓ ь у ԓ ӄ ы т ԓ ь э т _
эръыкыргыт аны ӈоты	а н ы _ ӈ о т ы _
энмэч гапкэрыӈӈоԓен ӄытԓыги эӄэԓьымкын ӈэԓвыԓым ынкы	г а п к э р ы ӈ ӈ о ԓ е н _ # _ э ӄ э ԓ ь ы м к ы н _ # _ ы н к ы _
нытԓытваӄэн панэна ынӄо атчысӄэквъэ нанӄытэмтэӈ	п а н э н а _ ы н ӄ о _ # _ # _
омкычыкогты аны вай ныԓӄэгнэвъюуӄинэт	а н ы _ в а й _ н ы ԓ ӄ э г н э в ъ ю у ӄ и н э т _
мачыяа вакъотваԓьыт	в а к ъ о т в а ԓ ь ы т _
эръыкыргыт тиӈурэ нынпыткэвъюуӄинэт	т и ӈ у р э _ н ы н п ы т к э в ъ ю у ӄ и н э т _
тиӈурмъэмитэ вачаӄ	в а ч а ӄ _
ванэван ынынпэӄэттавынат эръыкыргыт	ы н ы н п э ӄ э т т а в ы н а т _ # _
миӈкыри ӄун нивӄинэт ытри энмэн ынӄэнат	ӄун _ н и в ӄ и н э т _ # _ # _ # _
ӈирэӄ оравэтԓьат натаӈыԓвавынат тымык	о р а в э т ԓ ь а т _ н а т а ӈ ы ԓ в а в ы н а т _ # _
ӄынвэр найъонат ӈирэӄ эръыкыргыт ӄытԓыги ынӄэнат эръыкыргыт ытръэч уунъыкэнъутэ гэнатыёԓенат выԓ нымкыӄин наӄам уйӈэ этынвыка	н а й ъ о н а т _ # _ э р ъ ы к ы р г ы т _ # _ ы н ӄ э н а т _ э р ъ ы к ы р г ы т _ # _ у у н ъ ы к э н ъ у т э _ # _ в ы ԓ _ н ы м к ы ӄ и н _ н а ӄ а м _ # _ э т ы н в ы к а _
опопы моргынан	м о р г ы н а н _
ӈэԓвыԓ мыныԓгын миӈкыри ӄун эми авынраԓьыт энмэч эргатык	м ы н ы ԓ г ы н _ # _ ӄ у н _ э м и _ # _ # _ # _
мынагтатын ӈэԓвыԓ тумгытым ночыткоӄэнат	ӈ э ԓ в ы ԓ _ т у м г ы т ы м _ # _
нанвэтгавын ӈэԓвыԓ эргатык агтатынвы амыным энмэч тэӈунтымэквъэт ынкы ӄамэтваԓьатгъат ынкы эчги ӄэмипԓыткугъэт ынкы	ӈ э ԓ в ы ԓ _ э р г а т ы к _ а г т а т ы н в ы _ # _ э н м э ч _ # _ # _ ӄ а м э т в а ԓ ь а т г ъ а т _ # _ э ч г и _ ӄ э м и п ԓ ы т к у г ъ э т _ # _
ԓыгэн йыԓӄатчагъат наӄам таӈымыԓьо ирвыгинив ыннэнԓеӈкы натанмайӈэвынат ынӄоым йыԓӄатчагъат амыным нанӄытэмтэӈына чамэттанэнат	й ы ԓ ӄ а т ч а г ъ а т _ # _ т а ӈ ы м ы ԓ ь о _ # _ # _ н а т а н м а й ӈ э в ы н а т _ ы н ӄ о ы м _ й ы ԓ ӄ а т ч а г ъ а т _ # _ н а н ӄ ы т э м т э ӈ ы н а _ # _
йыԓӄыԓьыт йъонэнат эвын	йъонэнат _ э в ы н _
таӈвытрыӈ ныйыԓӄатчаӄэнат аӄаԓымкиӈыт ынӄо танмайӈытваԓьыт ирвыгинив майынԓяйвынэнат нотагты омкычыкогты ынӄо йъонэнат	н ы й ы ԓ ӄ а т ч а ӄ э н а т _ # _ ы н ӄ о _ т а н м а й ӈ ы т в а ԓ ь ы т _ # _ м а й ы н ԓ я й в ы н э н а т _ н о т а г т ы _ о м к ы ч ы к о г т ы _ # _ й ъ о н э н а т _
йыԓӄыԓьыт ытръэч ыннэн пойгын рынрынин	ы т р ъ э ч _ ы н н э н _ п о й г ы н _ # _
эвын ныӄынӈырвэԓыръоӄэнат эӄэԓьыгинив	н ы ӄ ы н ӈ ы р в э ԓ ы р ъ о ӄ э н а т _ # _
аны рымъэйӈэнинэт эӄэԓьыгинив	р ы м ъ э й ӈ э н и н э т _ # _
ынӄо йъонэнат йыԓӄыԓьыт ытръэч ыннэн пойгын	й ъ о н э н а т _ # _ # _ ы н н э н _ п о й г ы н _
рынрынин эвын ныӄынӈырвэԓыръоӄэнат эӄэԓьыгинив аны рымъэйӈэнинэт эӄэԓьыгинив аны гараԓеԓӄотчаԓенат	э в ы н _ # _ # _ а н ы _ # _ # _ а н ы _ # _
аӄаԓьымкычгын ԓыгэн ԓыԓенвэнтинэӈу ныпойгырэтръоӄэнат уйӈэ	ԓ ы г э н _ ԓ ы ԓ е н в э н т и н э ӈ у _ # _ у й ӈ э _
ԓьук ныԓвавӄэнат аны ынкы кэмчичевръуԓьыт	н ы ԓ в а в ӄ э н а т _ # _ ы н к ы _ к э м ч и ч е в р ъ у ԓ ь ы т _
ԓыгэн нэнанмыткойвыӄэнат пойга нанӄытэмтэӈына	н э н а н м ы т к о й в ы ӄ э н а т _ # _ н а н ӄ ы т э м т э ӈ ы н а _
ынкы тымыткойвынэнат таӈымыԓьо	т ы м ы т к о й в ы н э н а т _ # _
ынӄо	
тумгэӄэй нанӄытэмтэӈ ирвынӈэгъи игырым эӄэԓьэ нарынноркын	н а н ӄ ы т э м т э ӈ _ # _ и г ы р ы м _ э ӄ э ԓ ь э _ н а р ы н н о р к ы н _
вуԓӄытвигъи	
ԓюур ӈайъэннысӄэпы ининигъи	ӈ а й ъ э н н ы с ӄ э п ы _ # _
этратчыӈын эвын гаӄоԓема ныԓгирымъэйӈэткуӄинэт	э в ы н _ г а ӄ о ԓ е м а _ # _
нанӄытэмтэӈ нанӄытэмтэӈым нытаӈонтымытваӄэн таӈванэван найыԓгавын энмэч нытэнмавыткоӄэн ԓюур	н а н ӄ ы т э м т э ӈ ы м _ н ы т а ӈ о н т ы м ы т в а ӄ э н _ т а ӈ в а н э в а н _ н а й ы ԓ г а в ы н _ # _ н ы т э н м а в ы т к о ӄ э н _ # _
пыкэтчагъат аӄаԓымкиӈын накамԓеԓтагъан нанӄытэмтэӈ аны	а ӄ а ԓ ы м к и ӈ ы н _ н а к а м ԓ е ԓ т а г ъ а н _ н а н ӄ ы т э м т э ӈ _ а н ы _
нанӄытэмтэӈына пойгычгын гэниԓюԓин	п о й г ы ч г ы н _ г э н и ԓ ю ԓ и н _
ԓюур гыргоԓятгъэ таӈампойгыԓьата	г ы р г о ԓ я т г ъ э _ # _
нанӄытэмтэӈ ооԓёкоԓё аны ныԓгинымкыӄин аӄаԓьэтратчыӈын ԓюур выентэтгъи	о о ԓ ё к о ԓ ё _ а н ы _ н ы ԓ г и н ы м к ы ӄ и н _ # _ # _ в ы е н т э т г ъ и _
камԓеԓтаё нанӄытэмтэӈ аны ынкы	н а н ӄ ы т э м т э ӈ _ а н ы _ ы н к ы _
моогъат маравкы наӄам пойгыԓьата мараквъат амыным нэмэ	м а р а в к ы _ н а ӄ а м _ п о й г ы ԓ ь а т а _ # _ а м ы н ы м _ # _
нанӄытэмтэӈына тэӈыткунин	т э ӈ ы т к у н и н _
эӄэԓьырэт этки гэрмэвԓин нанӄытэмтэӈ чама	э т к и _ г э р м э в ԓ и н _ # _ ч а м а _
гамчытвэԓен нэмэ рымагтэты нымытваӈӈогъэ	н э м э _ р ы м а г т э т ы _ # _
итыкым ныйъойвыӄэн эӄэԓьэ вачаӄым тымык натаӈыԓвавын ӄоԓ	н ы й ъ о й в ы ӄ э н _ # _ в а ч а ӄ ы м _ т ы м ы к _ # _ # _
итгъи ӈайыткынэты ёпыԓӄэквъэ нанӄытэмтэӈ	ӈ а й ы т к ы н э т ы _ # _ н а н ӄ ы т э м т э ӈ _
ԓюур ԓьунин ынкы	ԓ ь у н и н _ ы н к ы _
ӈэвысӄэт ӈэйык ивтыԓ нэнамӈыԓёӄэн нанӄытэмтэӈына ӈэвысӄэт эмъим	ӈ э й ы к _ # _ # _ # _ ӈ э в ы с ӄ э т _ э м ъ и м _
гынин ытԓьатэвытԓымым йичьэмиттумгыт кытвыԓӄуным рэӄэ нытэйӈэтигыт ынкъам ынӈин нытэйӈэтигым ынӄо	ы т ԓ ь а т э в ы т ԓ ы м ы м _ # _ к ы т в ы ԓ ӄ у н ы м _ # _ н ы т э й ӈ э т и г ы т _ # _ ы н ӈ и н _ н ы т э й ӈ э т и г ы м _ # _
ԓыгиейвэчеквъи нанӄытэмтэӈ ивнин эвыр гынин нэмыӄэй уйӈэ	н а н ӄ ы т э м т э ӈ _ и в н и н _ э в ы р _ г ы н и н _ # _ # _
опопы кынмаԓ мыннымытва	к ы н м а ԓ _ м ы н н ы м ы т в а _
ԓыгэным ӈэвысӄэт ԓыгэкоргаквъэ	ӈ э в ы с ӄ э т _ # _
ынӄо эквэтгъэт ӈаԓвыԓьэты	э к в э т г ъ э т _ ӈ а ԓ в ы ԓ ь э т ы _
аны ганымытваԓенат ынкы	г а н ы м ы т в а ԓ е н а т _ # _
энмэчым гаранӈаԓенат ытри энмэчым	г а р а н ӈ а ԓ е н а т _ # _ э н м э ч ы м _
аккантогъэ ӈэвъэн йытонэн ӈинӄэй	ӈ э в ъ э н _ й ы т о н э н _ # _
умиԓгуну нынны гитԓин ынӄо эчги	н ы н н ы _ г и т ԓ и н _ # _ э ч г и _
ӈэръамытԓыӈгэвэԓьо нъэԓгъи умиԓгу нэмэ ӄоԓ ӈинӄэй урэтгъи	н ъ э ԓ г ъ и _ у м и ԓ г у _ # _ ӄ о ԓ _ ӈ и н ӄ э й _ у р э т г ъ и _
ынӄэнат ӈинӄэгти мэйӈэтгъэт энмэч	ӈ и н ӄ э г т и _ # _ # _
мачамнотайпы ныԓейвыӄинэт гэтԓенъютэ ԓыгэным	н ы ԓ е й в ы ӄ и н э т _ г э т ԓ е н ъ ю т э _ # _
ԓыгэыяагты ныԓӄытыԓьэтӄинэт нанӄытэмтэӈын эккэт	н ы ԓ ӄ ы т ы ԓ ь э т ӄ и н э т _ н а н ӄ ы т э м т э ӈ ы н _ э к к э т _
наӄам ытԓыгын пэнин ӄораӄ	ы т ԓ ы г ы н _ # _ # _
ваԓьын нмэч умиԓгу мачьаачеко гэнъэтԓин ытԓеӈиым энмэч майӈыӈэнӄагчыӈын умиԓгун ытԓенъюн нынны	н м э ч _ # _ м а ч ь а а ч е к о _ г э н ъ э т ԓ и н _ ы т ԓ е ӈ и ы м _ # _ м а й ӈ ы ӈ э н ӄ а г ч ы ӈ ы н _ # _ ы т ԓ е н ъ ю н _ н ы н н ы _
тутъыԓӄут аны ӄытԓыги	а н ы _ ӄ ы т ԓ ы г и _
ытри нырэрмэвӈыӄинэт ынӄо	н ы р э р м э в ӈ ы ӄ и н э т _ # _
эчги тутъыԓӄут мэйӈэтгъи аатчеко нъэԓгъи ивнин	т у т ъ ы ԓ ӄ у т _ # _ а а т ч е к о _ # _ и в н и н _
умиԓгунэ	
ынӄо амъянра нъэԓгъэт аны котчой нутэк нытваӄэнат тэӈэмкытэ	а м ъ я н р а _ н ъ э ԓ г ъ э т _ # _ # _ # _ н ы т в а ӄ э н а т _ # _
ярагты ныԓӄытӄинэт ԓюур ӄуԓиникэк тутъыԓӄутынэ ивнин ынээԓьын нутэк	н ы ԓ ӄ ы т ӄ и н э т _ # _ # _ # _ # _ ы н э э ԓ ь ы н _ н у т э к _
миӈкыри ӄун умиԓгу вэнъым гаԓгэмчытвэԓен ынкъам умиԓгунэ нинивӄин	ӄун _ у м и ԓ г у _ # _ г а ԓ г э м ч ы т в э ԓ е н _ # _ у м и ԓ г у н э _ # _
ытԓеӈи тутъыԓӄутынэ вэнԓыги нинивъюуӄин ынээԓьын	т у т ъ ы ԓ ӄ у т ы н э _ # _ н и н и в ъ ю у ӄ и н _ # _
еп ныппыԓюйгыт энмэч этъоонмыԓ эвыр мэчынкы	н ы п п ы ԓ ю й г ы т _ # _ э т ъ о о н м ы ԓ _ # _ м э ч ы н к ы _
рэнъэԓгъэ мачынан ынӈин ӄытваркын	м а ч ы н а н _ # _ ӄ ы т в а р к ы н _
ынӈэ акаԓырока энмэч рымагтэты атав мынԓеркын ынӄо эквэтгъэт	а к а ԓ ы р о к а _ # _ р ы м а г т э т ы _ # _ # _ ы н ӄ о _ # _
амъянра нэмэ ӄуԓиникэк ԓьувыԓгык ивнин ытԓенъютэ	н э м э _ # _ ԓ ь у в ы ԓ г ы к _ # _ ы т ԓ е н ъ ю т э _
ынээԓьэ ивнин гытым эквэтгъэт нэмэ амъянра	и в н и н _ г ы т ы м _ э к в э т г ъ э т _ # _ а м ъ я н р а _
нотагты гаԓгоратваԓенат нэмэ эԓьувыԓгыкэ ӄуԓиникэк нэмэ	г а ԓ г о р а т в а ԓ е н а т _ # _ э ԓ ь у в ы ԓ г ы к э _ # _ н э м э _
ԓьувыԓгыгъэт нэмэ йынатъёоӈӈонэн ытԓенъютэ умиԓгу нинивӄин ынӈатаԓым	н э м э _ # _ # _ у м и ԓ г у _ н и н и в ӄ и н _ ы н ӈ а т а ԓ ы м _
эты игыр тыйъогыр умиԓгу нычимгъуӄин нивӄин нинивӄин	и г ы р _ т ы й ъ о г ы р _ # _ н ы ч и м г ъ у ӄ и н _ н и в ӄ и н _ н и н и в ӄ и н _
ытԓенъютэ умиԓгунэ ивнин вынэ эвыр опопы амыным моогъат	у м и ԓ г у н э _ и в н и н _ в ы н э _ э в ы р _ о п о п ы _ # _ # _
тэйкэвкы иам нэнагнатъёоӄэн ынээԓьын тутъыԓӄутынэ миӈкыри ӄун	и а м _ н э н а г н а т ъ ё о ӄ э н _ # _ т у т ъ ы ԓ ӄ у т ы н э _ # _ ӄ у н _
ытԓён ёргэты ваԓьын чама	ё р г э т ы _ # _ ч а м а _
тотъэты ваԓьын ынкъам ынӄэната ынээԓьын нэнагнатӄэн	ваԓьын _ ы н к ъ а м _ ы н ӄ э н а т а _ ы н э э ԓ ь ы н _ # _
ԓыгэн ӄун ёргэты ваԓьын	ӄ у н _ ё р г э т ы _ # _
аны нинэнтэйкэвэтӄин ынээԓьэ аны ӄэйвэ гэԓгэрмэвӄээтԓин тутъыԓӄутӄэй	н и н э н т э й к э в э т ӄ и н _ # _ а н ы _ ӄ э й в э _ г э ԓ г э р м э в ӄ э э т ԓ и н _ # _
рыпэт	
ӄун нутэсӄын ӄынур ыԓьыԓ 	н у т э с ӄ ы н _ ӄ ы н у р _ # _ # _
гыткат ӈэнри нунрэпэтӄинэт миԓгунэ	ӈ э н р и _ # _ # _
эннэпы эйминнин ынкъам нинэтиӈуткуӄин ыныкаӈӄачагты	э й м и н н и н _ # _ н и н э т и ӈ у т к у ӄ и н _ # _
аны ныкытъыматыԓьатӄэн тутъыԓӄут 	н ы к ы т ъ ы м а т ы ԓ ь а т ӄ э н _ # _ _
ытԓенъюӄэй ԓюур ръэнут пэгԓягъэ ԓыгэн	ԓ ю у р _ р ъ э н у т _ п э г ԓ я г ъ э _ ԓ ы г э н _
эвыр ынкэӄэй пэӄэттатгъэ ытԓеӈи ӄытԓыги ытԓенъюн	ы н к э ӄ э й _ п э ӄ э т т а т г ъ э _ # _ ӄ ы т ԓ ы г и _ # _
гыткаԓгын рыйыԓгынтэннин аны гакапчачавԓен	р ы й ы ԓ г ы н т э н н и н _ # _ г а к а п ч а ч а в ԓ е н _
умиԓгу чама гэейвэчетԓин тотъытԓянъёгты ынӄо рырагтаннэн нотайпы	ч а м а _ г э е й в э ч е т ԓ и н _ # _ ы н ӄ о _ р ы р а г т а н н э н _ н о т а й п ы _
имтитэ ытԓыгэ пынԓёнэн авъеткынка нытваӄэн умиԓгу ынӄо ытԓеӈи иквъи ынӄо	ы т ԓ ы г э _ п ы н ԓ ё н э н _ а в ъ е т к ы н к а _ # _ у м и ԓ г у _ # _ ы т ԓ е ӈ и _ # _ # _
ытԓыгын иквъи ынӄо умиԓгу нэмэ эквэтгъи ытԓеӈиым ярак пэԓятгъэ ярак	и к в ъ и _ ы н ӄ о _ у м и ԓ г у _ # _ э к в э т г ъ и _ ы т ԓ е ӈ и ы м _ # _ п э ԓ я т г ъ э _ я р а к _
гаԓгоратъыԓытваԓен тутъыԓӄут ынӄо мэԓеквъи тутъыԓӄут ԓыгэн эвыр	т у т ъ ы ԓ ӄ у т _ ы н ӄ о _ м э ԓ е к в ъ и _ # _ ԓ ы г э н _ э в ы р _
эквэтгъи нотагты тутъыԓӄут аны горатваԓен тутъыԓӄут рэрмэвӈык	н о т а г т ы _ т у т ъ ы ԓ ӄ у т _ # _ г о р а т в а ԓ е н _ т у т ъ ы ԓ ӄ у т _ # _
ӄынвэр нэмэ ԓюур ԓьувыԓгыгъэт гэнээԓьэ ынкы	н э м э _ ԓ ю у р _ ԓ ь у в ы ԓ г ы г ъ э т _ # _ # _
ынээԓьын гаԓгэкоргавԓен ынӄо	г а ԓ г э к о р г а в ԓ е н _ # _
ивнин умиԓгунэ ытԓеӈи ынӄэным	у м и ԓ г у н э _ # _ ы н ӄ э н ы м _
виин раԓьонъёно	р а ԓ ь о н ъ ё н о _
мыныԓгын энмэч виин ёпынвыӈаеты	э н м э ч _ в и и н _ ё п ы н в ы ӈ а е т ы _
мынытԓепыткусӄивмык ёпынвыӈаеты эквэтгъэт	ё п ы н в ы ӈ а е т ы _ э к в э т г ъ э т _
гэтԓенъютэ аны	а н ы _
ынкы гапэрӄытваԓенат ёпынвыӈайгэӈкы	г а п э р ӄ ы т в а ԓ е н а т _ # _
ԓюур рай ӄоԓ	р а й _ ӄ о ԓ _
ёпыԓӄэвыԓьын ёпынвыӈаеты	ё п ы н в ы ӈ а е т ы _
аны ԓыгэн ӄынур йъаяӄ ныԓеӄин наӄам	ԓ ы г э н _ ӄ ы н у р _ й ъ а я ӄ _ # _ # _
иԓгиръыԓьын ынӄэн ёпыԓӄэвыԓьын	ы н ӄ э н _ ё п ы ԓ ӄ э в ы ԓ ь ы н _
торъаатчек туринъытвиԓьын ынӄо ынӄэн	т у р и н ъ ы т в и ԓ ь ы н _ ы н ӄ о _ ы н ӄ э н _
оравэтԓьан кытэӄэй ынкы	к ы т э ӄ э й _ ы н к ы _
вагъэ ынӄо эквэтгъи ынӄо нэмэ	ы н ӄ о _ э к в э т г ъ и _ ы н ӄ о _ н э м э _
ӄоԓ пыкиргъи ёпынвыӈаеты ынраӄ	п ы к и р г ъ и _ # _ # _
ытԓенъютэ нинивӄин ынээԓьын нинивӄин умиԓгунэ наӄам мэрынрэӄэй	н и н и в ӄ и н _ ы н э э ԓ ь ы н _ # _ # _ # _ м э р ы н р э ӄ э й _
нывэтгавӄэнат ытри нинивӄин ытԓенъютэ ӄынвэр эквэтгъи	ы т р и _ # _ # _ # _ э к в э т г ъ и _
ԓюур ӄуԓиникэк коԓё пыкитчыӄиквъи оравэтԓьан ӄынур кэйӈын аны	ӄ у ԓ и н и к э к _ # _ # _ # _ ӄ ы н у р _ # _ # _
ынӄэн ытԓенъюӄэй наӄамԓым ԓыгайыԓгавыԓьатыӈӈой ынӄо ытԓён нивӄин ынӄэн	ы т ԓ е н ъ ю ӄ э й _ # _ ԓ ы г а й ы ԓ г а в ы ԓ ь а т ы ӈ ӈ о й _ ы н ӄ о _ ы т ԓ ё н _ н и в ӄ и н _ ы н ӄ э н _
умиԓгу аны ытԓеӈи найыԓгавӄэн ытԓенъютэ	а н ы _ ы т ԓ е ӈ и _ # _ # _
нинивӄин ынӄо ивнин ытԓеӈи	ы н ӄ о _ # _ ы т ԓ е ӈ и _
эвыр рэнанмыгъа гым ынӈэ гыт вэты ӄун урэвкэ ԓыгэн ӄонпы ынкы	р э н а н м ы г ъ а _ # _ ы н ӈ э _ г ы т _ в э т ы _ # _ # _ # _ ӄ о н п ы _ ы н к ы _
ӄатчытваркын вытку рэквэтгъэ ытԓён ынкы	в ы т к у _ р э к в э т г ъ э _ # _ # _
вытку ӄэквэтги	ӄ э к в э т г и _
ярагты ынкъам ытԓыгын ӄынымӈыԓяквын аны ӈан эчги ёпынвыӈайык	ы н к ъ а м _ ы т ԓ ы г ы н _ ӄ ы н ы м ӈ ы ԓ я к в ы н _ # _ ӈ а н _ э ч г и _ ё п ы н в ы ӈ а й ы к _
тыттэтгъи танӈармайӈын аны гапэнрыԓен умиԓгунэ ынӄо ԓыгэн	т а н ӈ а р м а й ӈ ы н _ # _ г а п э н р ы ԓ е н _ у м и ԓ г у н э _ # _ ԓ ы г э н _
эвыр ивнин танӈармайӈа умиԓгу аны гапэнрыԓен умиԓгунэ	и в н и н _ # _ # _ а н ы _ г а п э н р ы ԓ е н _ у м и ԓ г у н э _
ынӄо ԓыгэн эвыр ивнин танӈармайӈа умиԓгу аны ынраӄ моонэн пынԓёк танӈармайӈа ынӄо ивнин	ԓ ы г э н _ э в ы р _ и в н и н _ # _ # _ а н ы _ ы н р а ӄ _ м о о н э н _ # _ т а н ӈ а р м а й ӈ а _ # _ и в н и н _
умиԓгунэ танӈармайӈын чеӈэрым мытԓьувыԓгымык аны гамгоԓенат пойгыԓьатык таӈымъыԓёӈэт	т а н ӈ а р м а й ӈ ы н _ ч е ӈ э р ы м _ м ы т ԓ ь у в ы ԓ г ы м ы к _ а н ы _ г а м г о ԓ е н а т _ # _ т а ӈ ы м ъ ы ԓ ё ӈ э т _
гамаравԓенат инъэ моогъат маравкы	и н ъ э _ м о о г ъ а т _ м а р а в к ы _
наӄам ёпынвыӈайкэн ԓявтыткын ныԓгинычьувӄин эрвъэӈэты ваԓьын таӈымъыԓёӈэт	ё п ы н в ы ӈ а й к э н _ # _ н ы ԓ г и н ы ч ь у в ӄ и н _ э р в ъ э ӈ э т ы _ в а ԓ ь ы н _ т а ӈ ы м ъ ы ԓ ё ӈ э т _
гапойгыԓьатԓенат умиԓгу ытри танӈармачьиӈын ԓюур воԓӄытвэма тэкэм	у м и ԓ г у _ ы т р и _ т а н ӈ а р м а ч ь и ӈ ы н _ # _ в о ԓ ӄ ы т в э м а _ # _
тиркытир нивтытвиӄин ынкы ԓюур почьакагыргык выквагъэ пойгырынрыянвыкэн поӄыткын	н и в т ы т в и ӄ и н _ # _ ԓ ю у р _ п о ч ь а к а г ы р г ы к _ # _ п о й г ы р ы н р ы я н в ы к э н _ п о ӄ ы т к ы н _
танӈармачьиӈэн ынӄо ԓыгэн	ы н ӄ о _ ԓ ы г э н _
эвыр пэӄэттатгъэ ынӄо иквъи энантэнмаквъэ энанмыгъэ энмэч	п э ӄ э т т а т г ъ э _ # _ и к в ъ и _ э н а н т э н м а к в ъ э _ # _ э н м э ч _
ӄэнатаӈынмыгэ этки танӈыӈавыйӈа гагтойгым	э т к и _ т а н ӈ ы ӈ а в ы й ӈ а _ # _
майӈыпочьакагыргыԓьо ынӄо тымнэн умиԓгынэ танӈармайӈын ынӄэнына	ы н ӄ о _ т ы м н э н _ у м и ԓ г ы н э _ # _ ы н ӄ э н ы н а _
танӈармайӈа танԓымынӄо ниниткэйвыӄинэт ӈэԓвыԓьыт	т а н ԓ ы м ы н ӄ о _ н и н и т к э й в ы ӄ и н э т _ # _
ынкъам ынанармачьо	ы н а н а р м а ч ь о _
нитӄин ынӄэнайӈын наӄам ынин маравратчыӈын ныԓгинымкыӄин коԓё ԓыгэгаймычьыԓьыйӈо гатваԓен ынӄэнайӈын миӈкыри ӄун танԓымынӄо гаӄороткоԓьатԓен чама маравтомга нинэпириԓьэтӄинэт ӈочьыткойпы	ы н ӄ э н а й ӈ ы н _ # _ ы н и н _ м а р а в р а т ч ы ӈ ы н _ # _ к о ԓ ё _ # _ # _ ы н ӄ э н а й ӈ ы н _ # _ ӄ у н _ т а н ԓ ы м ы н ӄ о _ г а ӄ о р о т к о ԓ ь а т ԓ е н _ # _ м а р а в т о м г а _ # _ ӈ о ч ь ы т к о й п ы _
ачак ынӄэнына ганмыԓен умиԓгуӄэйынэ аны ынӄэн ынкы пойгыԓьанма	ы н ӄ э н ы н а _ г а н м ы ԓ е н _ у м и ԓ г у ӄ э й ы н э _ # _ ы н ӄ э н _ ы н к ы _ п о й г ы ԓ ь а н м а _
ымъыԓёӈэт гапаӈъэватычгатԓен	г а п а ӈ ъ э в а т ы ч г а т ԓ е н _
танӈармачьын энмэч еԓычгын ганточгатԓен ныкэнчиӄыткуӄин	э н м э ч _ е ԓ ы ч г ы н _ # _ # _
ынӄо йъонэн ивтыԓ	й ъ о н э н _ # _
ваԓьын ытԓеӈи ынӄо ивнин ынинэԓьэ	ы т ԓ е ӈ и _ # _ # _ ы н и н э ԓ ь э _
ынӄо	
рагтыгъат гэнээԓьэ	г э н э э ԓ ь э _
ынкы ӄэйыӄын паӈъэвӈытотвагъат гэтԓенъютэ ынӄо	ӄ э й ы ӄ ы н _ п а ӈ ъ э в ӈ ы т о т в а г ъ а т _ # _ ы н ӄ о _
эквэтгъэт	
ны ынраӄ ынкы ныԓӄырирӄинэт ыргинэт	ы н р а ӄ _ ы н к ы _ н ы ԓ ӄ ы р и р ӄ и н э т _ # _
йъэԓгытомгыт ынкъам	ы н к ъ а м _
ӄынвэр нэԓьунэт	н э ԓ ь у н э т _
ыннэн йъэԓгытомгын ныԓгэнымԓыӄэн	й ъ э ԓ г ы т о м г ы н _ # _
ыниным нынны пэрӄыё ыргиным гыттэпычьын	н ы н н ы _ п э р ӄ ы ё _ # _ г ы т т э п ы ч ь ы н _
нытваӄэн ымы	ы м ы _
ӄытԓыги энмэч ынин нынны вэтгавчьомыԓьо ытри	э н м э ч _ # _ н ы н н ы _ в э т г а в ч ь о м ы ԓ ь о _ # _
нытваӄэнат эннысӄыткынык пыкиргъэт ынкы ԓыгэн эвыр эԓкыԓнинэт вэтгавчьомыԓьона ытԓывъёт	э н н ы с ӄ ы т к ы н ы к _ # _ ы н к ы _ ԓ ы г э н _ э в ы р _ э ԓ к ы ԓ н и н э т _ # _ ы т ԓ ы в ъ ё т _
ивнинэт ынӄо ивнинэт вэтгавчьомыԓьона	ы н ӄ о _ # _ в э т г а в ч ь о м ы ԓ ь о н а _
энмэч пэтԓе рэпкирӈыт	п э т ԓ е _ # _
рынноԓьыт аны ынкы	а н ы _ ы н к ы _
гатэнмавԓенат маравынвэты ымы	м а р а в ы н в э т ы _ ы м ы _
ынӄэн пэрӄыён томгымкычгын опопы гым виин ёпынвыӈаеты мыёпыԓӄэвык эквэтгъи	п э р ӄ ы ё н _ # _ о п о п ы _ г ы м _ в и и н _ ё п ы н в ы ӈ а е т ы _ # _ э к в э т г ъ и _
умиԓгу ёпыԓӄэвынвэты аны	ё п ы ԓ ӄ э в ы н в э т ы _ а н ы _
ёпынвыӈайыткынык гаёпытваԓен ԓюур рай тэкэм тэркэвтытвэма мооԓьычгын ӈоонӄо ининигъи ынкы атчыгъэ тумгэӄэй	г а ё п ы т в а ԓ е н _ ԓ ю у р _ р а й _ т э к э м _ # _ # _ ӈ о о н ӄ о _ и н и н и г ъ и _ # _ # _ # _
умиԓгу ԓюур ынкы тэкэм	ԓ ю у р _ ы н к ы _ # _
ёпынвыӈайык ӄача вуԓӄытвининэт	ӄ а ч а _ в у ԓ ӄ ы т в и н и н э т _
мууԓьыт нкы гаманэгранпатԓенат ынӄо эчги тэӈвуԓӄытвигъи ӄытгъи манэграԓьэты аны	н к ы _ г а м а н э г р а н п а т ԓ е н а т _ ы н ӄ о _ э ч г и _ т э ӈ в у ԓ ӄ ы т в и г ъ и _ # _ м а н э г р а ԓ ь э т ы _ # _
